Word,Synonyms,Average score,StD
(great - 608,"much (0.16666666666666666 - 900), grand (0.14285714285714285 - 30), worthy (0.631578947368421 - 25), ",0.31370091896407687,0.2249837832121593
(gross - 26,"crude (0.23529411764705882 - 15), extreme (0.2857142857142857 - 60), low (0.10526315789473684 - 160), ",0.20875718708536042,0.07602108872132825
(hate - 42,"dislike (0.2857142857142857 - 14), disfavor (0.5714285714285714 - 1), ",0.42857142857142855,0.14285714285714285
(have - 3892,"hold (0.14285714285714285 - 162), gain (0.2 - 73), bear (0.5714285714285714 - 53), fill (0.18181818181818182 - 49), possess (0.15384615384615385 - 17), ",0.24999000999001,0.16198162879110797
(help - 303,"support (0.8571428571428571 - 177), aid (0.2857142857142857 - 124), serve (0.5263157894736842 - 103), benefit (0.25 - 62), assist (1.0 - 25), succor (0.9333333333333333 - 1), back (0.15384615384615385 - 950), ",0.5723360599300449,0.3289886304054079
(hide - 22,"mask (0.25 - 9), veil (0.2222222222222222 - 8), cloak (0.25 - 3), camouflage (0.23529411764705882 - 3), shroud (0.25 - 0), screen (0.25 - 47), cover (0.25 - 85), ",0.24393090569561157,0.010212251565932478
(hurry - 32,"urge (0.2857142857142857 - 20), rush (0.2222222222222222 - 19), bustle (0.2 - 2), speed (0.26666666666666666 - 80), race (0.25 - 100), run (0.2 - 206), ",0.2374338624338624,0.032602264850120584
(hurt - 36,"damage (0.25 - 33), wound (0.9473684210526315 - 28), harm (1.0 - 25), distress (0.5 - 15), pain (0.23529411764705882 - 87), ",0.586532507739938,0.3302327463558275
(idea - 193,"plan (0.9230769230769231 - 196), view (0.6153846153846154 - 183), understanding (0.5714285714285714 - 119), opinion (0.7692307692307693 - 94), concept (0.9230769230769231 - 85), belief (0.8333333333333334 - 63), notion (0.9230769230769231 - 40), conception (0.9230769230769231 - 32), thought (1.0 - 515), ",0.8312983312983313,0.14148460496028134
(interesting - 81,"fascinating (0.25 - 20), keen (0.2857142857142857 - 11), spirited (0.2 - 8), inviting (0.6666666666666666 - 8), engaging (0.2857142857142857 - 6), animated (0.5714285714285714 - 5), intriguing (0.25 - 3), ",0.3585034013605442,0.1688480048963036
(keep - 247,"support (0.2857142857142857 - 177), hold (0.25 - 162), preserve (0.26666666666666666 - 34), ",0.26746031746031745,0.014591092310198594
(kill - 62,"murder (0.9090909090909091 - 72), cancel (0.2222222222222222 - 7), ",0.5656565656565656,0.3434343434343434
(little - 788,"small (0.16666666666666666 - 518), limited (0.13333333333333333 - 102), miniature (0.125 - 9), diminutive (0.3076923076923077 - 3), shrimp (0.16666666666666666 - 2), runt (0.16666666666666666 - 1), dinky (0.11764705882352941 - 0), ",0.16909609997845293,0.05987732766545667
(look - 364,"study (0.23529411764705882 - 239), view (0.2857142857142857 - 183), eye (0.13333333333333333 - 119), sight (0.25 - 83), watch (0.1111111111111111 - 76), seek (0.2857142857142857 - 69), notice (0.2857142857142857 - 55), glance (0.23529411764705882 - 39), survey (0.23529411764705882 - 31), witness (0.15384615384615385 - 28), glimpse (0.23529411764705882 - 16), stare (0.23529411764705882 - 14), gaze (0.2222222222222222 - 12), spy (0.11764705882352941 - 9), peer (0.16666666666666666 - 8), see (0.125 - 728), peek (0.23529411764705882 - 0), peep (0.26666666666666666 - 0), gape (0.2857142857142857 - 0), leer (0.2857142857142857 - 0), gawk (0.15384615384615385 - 0), ",0.2162226429033152,0.060255214751886645
(love - 214,"worship (0.2857142857142857 - 34), fancy (0.26666666666666666 - 16), esteem (0.5333333333333333 - 5), treasure (0.26666666666666666 - 3), savor (0.23529411764705882 - 1), like (0.23529411764705882 - 1237), ",0.30382819794584504,0.1042085410162315
(make - 768,"get (0.2608695652173913 - 719), form (0.23529411764705882 - 351), do (0.3333333333333333 - 1259), effect (0.13333333333333333 - 213), design (0.3157894736842105 - 109), build (0.25 - 85), produce (0.125 - 82), gain (0.26666666666666666 - 73), manufacture (0.3157894736842105 - 18), construct (0.8235294117647058 - 11), ",0.30596053753309105,0.18522133300504628
(mark - 51,"notice (0.23529411764705882 - 55), trace (0.25 - 23), label (0.3333333333333333 - 19), brand (0.23529411764705882 - 17), ticket (0.2222222222222222 - 16), sign (0.23529411764705882 - 91), stamp (0.25 - 8), heed (0.6666666666666666 - 8), tag (0.2222222222222222 - 5), impress (0.3157894736842105 - 4), price (0.23529411764705882 - 100), imprint (0.4444444444444444 - 1), note (0.2222222222222222 - 106), effect (0.13333333333333333 - 213), ",0.28581502776549217,0.12579047295680343
(move - 168,"run (0.6 - 206), walk (0.631578947368421 - 96), trip (0.6 - 81), bound (0.26666666666666666 - 42), inch (0.25 - 39), lumber (0.125 - 30), trail (0.125 - 29), plug (0.1111111111111111 - 23), drag (0.1111111111111111 - 14), trot (0.631578947368421 - 12), crawl (0.6666666666666666 - 11), creep (0.125 - 10), slump (0.125 - 8), shuffle (0.45454545454545453 - 3), lag (0.5882352941176471 - 3), plod (0.6 - 1), poke (0.1 - 1), jog (0.26666666666666666 - 0), trudge (0.5714285714285714 - 0), sprint (0.6 - 0), hotfoot (0.5263157894736842 - 0), high (0.26666666666666666 - 461), go (0.2222222222222222 - 605), ",0.3723823528440569,0.21583295221628443
(moody - 2,"short (0.3333333333333333 - 206), ",0.3333333333333333,0.0
(old - 568,"ancient (0.15384615384615385 - 63), aged (0.3333333333333333 - 18), frail (0.3076923076923077 - 7), ",0.26495726495726496,0.07926169654269832
(part - 465,"section (0.4 - 132), piece (0.2222222222222222 - 129), share (0.6 - 95), portion (1.0 - 62), allotment (0.5454545454545454 - 39), fraction (0.6666666666666666 - 20), fragment (0.2222222222222222 - 5), ",0.5223665223665224,0.25373300136593896
(place - 528,"state (0.5714285714285714 - 544), set (0.18181818181818182 - 408), area (0.6666666666666666 - 319), position (0.8333333333333334 - 238), situation (0.18181818181818182 - 196), space (0.2 - 171), status (0.18181818181818182 - 96), station (0.46153846153846156 - 93), region (0.7272727272727273 - 71), site (0.5714285714285714 - 64), location (0.8 - 60), spot (1.0 - 56), plot (0.125 - 36), residence (0.7142857142857143 - 29), dwelling (0.42857142857142855 - 13), ",0.5096653346653347,0.27400587451600233
(plan - 196,"method (0.5714285714285714 - 137), design (0.375 - 109), procedure (0.42857142857142855 - 76), device (0.14285714285714285 - 55), draw (0.13333333333333333 - 53), plot (0.8235294117647058 - 36), intention (0.7142857142857143 - 36), scheme (0.875 - 33), arrangement (0.5 - 33), map (0.13333333333333333 - 12), diagram (0.125 - 10), blueprint (0.9333333333333333 - 1), contrivance (0.13333333333333333 - 0), way (0.3333333333333333 - 892), ",0.444452781112445,0.28796226553236765
(predicament - 3,"scrape (0.26666666666666666 - 3), pickle (0.1111111111111111 - 1), quandary (1.0 - 0), jam (0.1111111111111111 - 6), plight (1.0 - 7), dilemma (0.5882352941176471 - 25), spot (0.15384615384615385 - 56), problem (0.8571428571428571 - 312), ",0.5110141492494433,0.37267647851734165
(put - 424,"set (0.26666666666666666 - 408), place (0.125 - 528), keep (0.23529411764705882 - 247), effect (0.13333333333333333 - 213), build (0.25 - 85), save (0.2222222222222222 - 60), do (0.2222222222222222 - 1259), ",0.20781979458450048,0.05185029775221641
(quiet - 74,"calm (0.1111111111111111 - 34), mute (0.23529411764705882 - 3), still (0.2 - 731), ",0.18213507625272332,0.052247624529406865
(right - 597,"good (0.25 - 767), true (0.25 - 217), moral (0.26666666666666666 - 139), fair (0.3157894736842105 - 68), upright (0.10526315789473684 - 14), ",0.23754385964912278,0.07039745581457235
(run - 206,"race (0.4444444444444444 - 100), speed (0.23529411764705882 - 80), escape (0.5555555555555556 - 61), hurry (0.2 - 32), rush (0.6 - 19), dash (0.23529411764705882 - 10), sprint (0.5454545454545454 - 0), ",0.40229182582123757,0.16104531412162
(say - 495,"state (0.125 - 544), order (0.25 - 363), tell (0.13333333333333333 - 245), voice (0.4 - 220), issue (0.2857142857142857 - 144), train (0.11764705882352941 - 77), command (0.26666666666666666 - 58), content (0.3076923076923077 - 52), teach (0.1 - 41), express (0.2857142857142857 - 39), dispute (0.25 - 34), remark (0.2857142857142857 - 31), protest (0.25 - 23), bid (0.26666666666666666 - 21), roar (0.25 - 13), scream (0.26666666666666666 - 13), whisper (0.26666666666666666 - 12), thunder (0.25 - 12), sigh (0.2857142857142857 - 11), yell (0.2857142857142857 - 9), boom (0.25 - 8), converse (0.26666666666666666 - 5), shriek (0.26666666666666666 - 5), whine (0.23529411764705882 - 4), snort (0.26666666666666666 - 3), recount (0.2222222222222222 - 2), yelp (0.25 - 2), grunt (0.25 - 2), bellow (0.26666666666666666 - 2), drawl (0.25 - 2), vow (0.26666666666666666 - 2), mutter (0.26666666666666666 - 1), mumble (0.2857142857142857 - 1), hiss (0.25 - 1), screech (0.25 - 1), squawk (0.25 - 1), snarl (0.2857142857142857 - 0), stammer (0.47058823529411764 - 0), stutter (0.47058823529411764 - 0), lisp (0.47058823529411764 - 0), jabber (0.26666666666666666 - 0), ",0.26795822143741804,0.07663803291618056
(scared - 19,"shocked (0.2222222222222222 - 17), frightened (1.0 - 26), disturbed (0.25 - 26), shy (0.2222222222222222 - 10), troubled (0.25 - 30), haunted (0.2222222222222222 - 8), stunned (0.16666666666666666 - 8), alarmed (0.8888888888888888 - 7), terrified (0.8888888888888888 - 7), horrified (0.8888888888888888 - 4), worried (0.2857142857142857 - 35), terrorized (0.2 - 3), shrinking (0.2 - 3), panicked (0.25 - 2), vexed (0.25 - 2), petrified (0.2222222222222222 - 2), paralyzed (0.2222222222222222 - 2), unnerved (0.5 - 0), disquieted (0.2222222222222222 - 0), stupefied (0.2222222222222222 - 0), ",0.37873015873015875,0.27719389882531925
(show - 271,"present (0.2857142857142857 - 370), note (0.23529411764705882 - 106), display (0.26666666666666666 - 40), exhibit (0.25 - 25), expose (0.5555555555555556 - 8), ",0.3186461251167133,0.1196430491259771
(slow - 58,"slack (0.2222222222222222 - 8), ",0.2222222222222222,0.0
(stop - 110,"stay (0.6153846153846154 - 107), finish (0.2857142857142857 - 37), pause (0.3333333333333333 - 21), cease (0.3076923076923077 - 15), halt (0.3076923076923077 - 10), end (0.14285714285714285 - 400), ",0.3321123321123321,0.14107188349041325
(story - 148,"record (0.5454545454545454 - 134), account (0.5 - 117), myth (0.42857142857142855 - 34), legend (0.42857142857142855 - 26), narrative (1.0 - 23), tale (1.0 - 21), epic (0.46153846153846156 - 18), yarn (0.2857142857142857 - 14), anecdote (0.2857142857142857 - 9), chronicle (0.5 - 4), fable (0.6666666666666666 - 2), sage (0.16666666666666666 - 2), memoir (0.4 - 1), ",0.5129921360690592,0.24055716865122917
(take - 577,"hold (0.21052631578947367 - 162), buy (0.4444444444444444 - 69), win (0.2222222222222222 - 55), pick (0.2222222222222222 - 52), remove (0.3333333333333333 - 50), purchase (0.2222222222222222 - 43), catch (0.21052631578947367 - 42), recall (0.2222222222222222 - 39), lift (0.2222222222222222 - 22), grasp (0.21052631578947367 - 17), capture (0.23529411764705882 - 17), steal (0.4444444444444444 - 5), ",0.2666838665290678,0.08562043879303313
(tell - 245,"show (0.125 - 271), order (0.13333333333333333 - 363), command (0.14285714285714285 - 58), repeat (0.14285714285714285 - 25), bid (0.14285714285714285 - 21), expose (0.125 - 8), recount (0.11764705882352941 - 2), ",0.13279311724689877,0.00967333674505729
(think - 427,"judge (0.125 - 38), ",0.125,0.0
(trouble - 131,"effort (0.42857142857142855 - 145), concern (0.23529411764705882 - 97), pain (0.5333333333333333 - 87), difficulty (0.35294117647058826 - 76), danger (0.3076923076923077 - 68), worry (0.5333333333333333 - 54), anxiety (0.2857142857142857 - 39), disaster (0.25 - 26), distress (0.2857142857142857 - 15), pains (0.4 - 14), grief (0.26666666666666666 - 10), misfortune (0.42857142857142855 - 10), anguish (0.26666666666666666 - 8), peril (0.16666666666666666 - 8), inconvenience (0.2857142857142857 - 3), wretchedness (0.23529411764705882 - 1), exertion (0.375 - 1), ",0.3315984764946703,0.10144518000238602
(true - 217,"real (0.2857142857142857 - 251), steady (0.15384615384615385 - 40), trusty (0.13333333333333333 - 0), right (0.25 - 597), ",0.20572344322344321,0.0638171793591264
(use - 566,"exercise (0.7058823529411765 - 58), employ (0.3333333333333333 - 12), exhaust (0.26666666666666666 - 7), ",0.43529411764705883,0.19326080120017392
